,가격,평점,채널,날짜,제품명,리뷰
55,"36,890",평점5,보만코리아,20.04.30.,보만 VC7210,"가격대비 만족합니다 독일 제품인데 수입판매를 하는 거네요 독일제품 답게 꼼꼼하긴 하네요  배송/포장부터 디자인 성능까지 가격대비 괜찮은 것 같아요 작은 개인사무실 청소할 용도로 구입했기 때문에 충분히 만족해요 비싼 제품도 아니라서 이 가격으로 보면 무선 청소기로서 충분히 좋은 성능이라 생각됩니다  사진을 20개 밖에 올릴 수 없어서  설명하고 싶은 부분을 글로 올립니다 매뉴얼에 나온 ""흥미로운"" 주의사항  1) 처음 사용할 때는 방전일 수 있으므로 10시간 충전하라   Why ~~~?? 10Hours???!#$!   사용 못하고 있음 ㅠㅜ ㅎㅎㅎ  2) 본체를 충전기에 내려 놓을 때 충격을 주지 마라   이런 건 좀 직관적으로 만들어야지 ...   대충 내려 놓아도 되게 얼마든지 디자인 할 수 있건만 ..   이거 때문에 반품하고 싶었으나 ... 루비콘 강을 건너버림  3) 완전충전해도 빨간 불은 바뀌지 않는다   What????!#%$!#%"
56,"36,890",평점5,보만코리아,20.09.22.,보만 VC7210,"초보집사입니다사막화 방지 매트를 깔아도 여기저기모래에 실밥, 털로 인해 매번 큰청소기를 쓰다가장 구매평 많은 보만을 구매했습니다처음에 택배가 터졌는지 테이프로 마구 감겨서기분이 안좋았는데 송장이 테이프 안쪽에 붙은걸 보니 택배사에서 다시 포장한거 같더라구요물건은 파손없이 잘 받았습니다국산대기업 소형청소기를 써봤었는데너무 약하고 충전이 오래걸려보만도 큰기대 안했습니다만..⭐️사용감 매우매우 좋습니다소음은 사실 청소기인데 조용함을바라진 않고 타사와 비슷한거 같구요⭐️흡입력이 정말 좋습니다내부 먼지 털기도 편하고 물세척도 되니오래 쓸거 같네요가볍고 휴대가 좋아서 차량용 청소기로사용해도 좋을거 같네요세차할때도 사용해보겠습니다좋은가격에 좋은물건 받아서간만에 정성들여 리뷰 써봅니다!"
57,"36,890",평점5,보만코리아,20.02.17.,보만 VC7210,"작은 집에서 사용하거나, 큰 집의 보조 청소기로 사용하기 적합합니다. 2번째 구입입니다. 처음 구입한 것이 1년 정도 사용하니 배터리 수명이 다되어서 배터리 교체와 필터교체까지 하는 비용이 새로 사는 것과 큰 차이가 나지 않는다고 느껴져서 새로 구입합니다. (필터는 세탁하여 쓸 수 있고 쉽게 닳지 않고 튼튼하기 때문에 배터리만 교체하여 사용한다면 굳이 새로 사지 않아도 됩니다.)제품 구성이 알차고 성능이 좋습니다. 흡입력이 우수합니다. 먼지통이 포함된 본체가 아래 쪽에 있지 않고 손잡이 쪽에 있어서 침대 밑에 청소기를 넣어 청소할 때 방해가 되지 않아 좋습니다.배터리 수명이 다되면 교체하여 계속 사용할 수 있지만, 혼자서 교체하기는 어렵고, 서비스센터에 맡기면 어느정도의 비용이 들고 시간이 소요됩니다. (문의해보니 비용은 2만원, 택배로 교체하는데 소요되는 기간은 약 일주일정도라고 했습니다.)빨간색 충전램프는 충전이 다되어도 계속 빨간불이니 참고하면 좋겠습니다."
58,"36,890",평점5,보만코리아,20.03.11.,보만 VC7210,"■포장상태일반택배박스 안에 제품박스가 딱 들어맞게 이중포장 되어있어서 깨끗하고 안전하게 상품을 받아볼 수 있었어요.■제품구성이 가격에 다양한 구성품이 나올 수 있다는 사실이 놀랍습니다. 유선청소기 또는 무선청소기처럼 핸디형 청소기도 용도에 맞게 헤드를 결합하여 사용할 수 있다는 점에서 굉장히 만족스러웠습니다.■제품상세지금은 모르겠지만 L사, S사 제품을 사용했을땐 틈새용 헤드 하나만 있었기에 먼지통 투입구도 반원 모양이거나 직사각형이라 큰 이물질은 빨아들이는데 다소 어려움이 있었어요.지금 두 제품을 5년~10년 사용하다보니 모터 교체비용에 부담을 느껴 차라리 새제품 사는게 낫겠다싶어 보만 핸디형 청소기를 구입하게 된건데 입구가 커서 너무나 좋았어요.청소를 하다보면 구겨 뭉쳐진 작은 종잇조각이나 화분에서 떨어지는 나뭇잎들을 일일이 주워가며 청소기를 돌리기엔 효율성이 떨어졌는데 앞서 말씀드린바와 같이 입구가 크다보니 그냥 다 빨아들이고 먼지통을 비워내니 시간도 절약돼요ㅎ■제품사용소음은 여느 핸디형 청소기만큼 발생하고 이물질을 빨아들이는 힘도 좋아요.저는 키가 작아서 스틱 2개 쭉 연결해서 사용하니까 어느 정도 무리없이 서서도 청소기를 사용할 수 있었어요.■총평제가 자취생일때 이 제품이 나왔더라면 얼마나 좋았을까요ㅜㅜ모터 나갈 때까지 사용하다가 다시 구입할 때가 온다면  그때도 또 보만 제품 살 것 같아요.주변에 자취하거나 혼자 사는 사람들에게 꼭 추천해주고 싶어요!♡"
59,"36,890",평점5,옥션,19.12.26.,보만 VC7210,"가볍고 소음도 생각보다 안 심하고 흡입력도 괜찮은 편입니다(10원짜리 흡입했어요!!!!!) 그리고 전체적으로 청소기 막대기가 얇아서 침대 밑, 서랍 밑 등 팔은 안 닿는데 먼지가 쌓여가는 곳에도 쓱쓱 들어갑니다ㅠ 무엇보다 가벼우니까 청소하려고 다짐에 결심을 안 해도 막 청소가 하고 싶어집니다... 청소가 이렇게 쉬웠어요... 아 그리고 다 분리가 되니까 보관할 때 공간 별로 차지 안 하는 것도 완전 좋습니다. 다른 청소기 사려고 보다가 못 샀던 이유가 안 쓸 때 대체 어디에 세워놓을지 고민스러워서였는데 이건 전혀 안 커요.. 보관까지 완벽합니다.. (두 번째 사진에 휴지통 앞쪽으로 찍어서 커보에는 거에요, 실물로 보면 저 휴지통이 더 넓적지근합니다!!) 지쟈쓰 진작에 안 사고 물티슈로 훔쳐댄 지난 세월에 잠깐 눈물이..ㅠㅠ 가성비까지 초대박입니다ㅠ 방 한 칸에 사시는 분들은, 고민을 마세요. 원룸청소기는 보만이 답입니다ㅇㅅㅇ! 적극대박추천해요!!!!!!"
80,"36,890",평점5,보만코리아,19.03.25.,보만 VC7210,"제가 무선 청소기는 이게 처음이라 비교는 못하겠지만 우선 진작 살걸 그랬다 싶네요. 우선 충전이 편하구요., 그냥 꽂아두기만 하면 되니까, 무게는 처음엔 무겁나~?생각했지만 계속 쓰다보니 딱 좋은 거 같아요. (비교할 청소기가 없어서...) 디자인이나 설계도 딱 필요한 만큼 있구요. 이번에 이사오면서 방인테리어 중인데 계속 쓰레기가 생기니까 수시로 청소하려고 산건데 잘샀다고 생각합니다. 그리고 압축팩에 쓰려고 산거기도 해서 아직 안해봤지만 그것도 기대되네요. 많이 파세요."
81,"36,890",평점5,보만코리아,20.09.01.,보만 VC7210,"와 헐 이거....미쳤어요최근에 오래쓰던 무선청소기 충전기가 고장났는데, 마침 좋아하는 유튜버 분이 추천해주셔서 구매해봤거든요!!!! 그 앞에 끼우는거 아무 것도 끼우지 않고 도착하자마자 써봤는데 흡입력 최강 좋아요!!! 소리가 조용하진 않지만, 너무 시끄럽지 않게 아침이나 오후에 쓰면 좋을 것 같아요!!! 이만한 가성비 없는 것 같네요 교체할 수 있는 주둥이(?)도 있고 필터도 물에 세척할 수 있구요!! 맘에 들어요>_<"
82,"36,890",평점5,G마켓,19.10.31.,보만 VC7210,일주일 정도 사용해봤는데 아주 만족합니다.적당한 가격에서 좋은 상품을 찾고 있었는데 딱 그런상품인것같아요가격대비 흡입력 너무 좋습니다.무게도 가벼워서 바로바로 사용하기 좋고 사용할 때도 힘들지 않아요구성품도 딱 필요 한 것만 있어서 틈새용도 브러쉬헤드도 활용도 높아요처음에 충전기가 약간 불량인 걸 받아서 문의를 했는데바로 친절하게 처리해 주신 것도 만족스러워요 혹시라도 문제가 생기더라도 AS 걱정할 필요 없을 것 같아요.주위 사람들에게도 추천하고싶은 제품이에요 :)
83,"36,890",평점5,보만코리아,20.12.09.,보만 VC7210,한달동안 사용해보니 정말 사기 잘 했다는 생각이 들었습니다!! 원래 사용했던 유선 청소기는 무거워서 매일매일 방청소하기 귀찮았는데 보만 무선 청소기 덕분에 청소하기 정말 수월해졌습니다.엄마가 제 방만 들어오면 바닥에 머리카락 많다고 잔소리 했었는데...이제 더이상 잔소리 안들어요ㅠㅠ한가지 아쉬운 점은 침대 밑에 청소할 때 스틱 2개랑 바닥용헤드를 연결해서 쓰는데 자유자제로 움직이기 힘들었습니다. 그래도 가성비 생각하면 정말 좋습니다! 저처럼 방청소용으로 청소기가 필요하신 분들이나 원룸에서 자취하시는 분들에게 정말 추천합니다👍
84,"36,890",평점5,보만코리아,19.12.15.,보만 VC7210,농장과 차량 집에서 사용하려고 두개 구매했어요너무 많은 상품이 있어서 선택하기 힘들어서 상품평위주로 꼼꼼히 보고 보만으로 주문했어요강한 흡입력 깔끔한 디자인 뭐하나 빠짐없이 완벽한 핸디형청소기에요가볍고 쓰기편해서 자꾸 손이 가요ㅋ집에서 쓰는 유선 청소기는 이제 잘 써지지않네요ㅡㅇㅡ아이들도 수시로 들고 다니면서 먼지나 쓰레기 치우느라 바쁘게 지내고있어요ㅎ엄마가 쓰시던 청소기도 고장나서 쓰기 편하고 가성비 좋은 보만으로 구입해 드리려고 합니다
85,"36,890",평점5,옥션,19.10.06.,보만 VC7210,고양이 모래가 바닥에 떨어져 그때그때 쓰려고 구매했어요. 본체에 솔을 끼우고 전원을 키니 충전이 되어있는지 바로 작동이 됐어요.그리고 모래가  흡입된다는 것은 그만큼 흡입력이 세다는 뜻이죠. 검정색에 소리가 나니 고양이들이 하악질을 해서 하다 멈췄는데 너무 괜찮아 부모님댁에도 보낼 생각이에요. 큰 청소기는 있는데 마리카록이나 작은 것블은 바로 청소를 할 수 있고 또 긴 연장파잎가 있어서 앉아서 하는게 힘들다면 일어서서 해도 될 것 같아 너무 만족해요.^^
86,"36,890",평점5,보만코리아,19.08.29.,보만 VC7210,만족합니다 몇년동안 쓰던 청소기에요 고장한번도없이 .그런데 아이가 떨어뜨려서 빠짝 깨져버려서 고민없이 다시 이 청소기 샀어요 전 이정도 흡입력이면 아주 괜찮다고생각해요 차량용으로도 좋아요모래놀이하고 묻은 먼지들도 이거 가지고가서 청소했어요 말끔히 잘되던데요어차피  이청소기로 온집안 청소하는거아니라 작은 머리카락이나 조금 사용하는거라 길게  쓸 필요있는게ㅈ아니라서인지  괜찮네요추천합니다 저는요~~신랑도 바로 똑같은거 사라고 말하던데용~
87,"36,890",평점5,보만코리아,19.12.07.,보만 VC7210,이전모델부터 사용중인데 이 이 제품의 장점은 넓은 흡입구입니다. 파츠가 여러개지만 그중에 가장 많이 쓰이는건 넓은파츠이고 정말 청소하기 편합니다. 다른 핸디형은 이 파츠가 없습니다. 단점이라고 꼽자면....물세척 가능한 필터 여유분이 있으면 좋겠다이도 충전방식이 끼워 꼽는방식인데 나중에 숙달되면 착착 잘 끼우긴 합니다;;;이전모델 3년동안 정말 잘쓰다가 파손되는 바람에 다시 구매했네요. 이가격에 제일 마음에 드는 핸디형 청소기입니다. 완충되도 계속 빨간불인건 고쳐주세요.....
88,"36,890",평점5,보만코리아,19.10.08.,보만 VC7210,"남동생의 첫 자취집 선물로 청소기를 몇개를 비교하고 골랐고 이 제품을 선물했습니다~결과는 완전 대만족이네요! ㅎㅎ일단 7평 원룸이 크지 않기 때문에 10만원대의 청소기도 너무 고가의 사치품으로 보였습니다!그래서 5만원을 맞춰 찾아보았고, 다른 쇼핑몰에서 판매하는 제품들은 메이커가 없고 as에 치명적이라고 생각되어 어느정도 인지도 있는 보만아로 선택했습니다! 일단 가격대에서 고민한게 너무 저렴해서 잘 될까,, 이런 걱정이 있었는데 리뷰를 꼼꼼히 읽어보고 구매했습니당! 보만 제품은 이불/바닥 상관없이 흡입이 잘 되어서 남동생이 무척 좋아하네요!구매하실 분들 자취집 청소기로는 이 제품으로 하세요!"
89,"36,890",평점5,보만코리아,21.01.22.,보만 VC7210,동일 제품쓰다가 고장나서 다시 재구매했습니다 그동안 7012 새상품이 나온거같은데 문의해보니 스펙은 동일하고 색만 다르다길래 쓰던거로 다시 구매했어요 원래 고장난것도 제가 실수로 망가뜨린거지 제품이 정말 튼튼하고 성능 좋아요 방청소 용도로 틈날때마다 돌려주는데 소음이 유별나게 크지도 않고 용도별로 헤드를 바꿔주면서 청소하면 좋습니다 필터는 워셔블 필터라 물로 씻어낼수있어서 편해요방 청소용 청소기를 찾고계신다면 이 청소기사시는거 추천드릴게요!!
90,"36,890",평점5,11번가,19.10.29.,보만 VC7210,작동시 흡입구에 손을 대보아도 흡입하고있는건가 할정도로 힘이 약해보였는데 머리카락이나 작은 먼지들은 잘빨아들여서 보조용으로 쓰기좋은거 같아요단점이있다면 충전기에서 분리시 잘못하면 부러질수도있겠구나 싶은거정도? 또한 같이제공되는 툴이 이것저것 있어서 사용시편하긴한데 결합시 딸깍소리등이나서 멈춰야하는데 그런게없어서 힘주는대로 들어가요 너무힘주고 끝까지 밀어넣으면 파손 위험이있음
91,"36,890",평점4,옥션,20.02.27.,보만 VC7210,좋아요 1주일정도 여기저기검색하다가 중복쿠폰으로 좀더저렴하게  사서 좋았어요~~청소기는 상품평에 넘 시끄럽다고해서 걱정했는데 생각보다는 덜 시끄러워요~^^ 흡입도 왠만한건 다되어서 만족해요~하루에 여러번 이곳저곳을 청소하기가 좋아요~~ 충전기도 밤새충천해도 뜨겁지는 않고 다만 청소시 옆에서 바람이 나오는데 왠지 이바람은 미세먼지는 안걸러질것같다는 느낌~~^^싼가격에 많은걸. 기대하면 안되겠죠?^^가격에기능면 만족합니다
92,"36,890",평점5,보만코리아,21.12.23.,보만 VC7210,"지인추천으로 구매하였는데 매우 만족합니다.우선 가볍고 사용편리. 저는 손목힘이 없어서 일반 다이슨이나 기존 메이커 무선핸디청소기를 사용하지 못합니다. 힘이센분들이 사용하면 고장나기쉽습니다.충전기에 꽂는것도 그렇고 세우는것, 빼는것 다. 좀 약한느낌이라부드럽게만 다루면 괜챦을듯합니다다른가족이 잘못사용했는지, 고장이 나서 1년이내 무상수리라 맡겼고, 택배로 가져가서 다시 보내줍니다. 며칠걸렸습니다.방전되었을때 on상태로 충전하면 고장나지않나합니다.사용감은 매우매우 만족입니다."
93,"36,890",평점5,G마켓,20.02.04.,보만 VC7210,차에서도 쓰고 집에서도 서브로 사용하려고 구매했습니다.아무래도 잠깐 잠깐 머리카락 떨어진거나 책상 위 그런데청소하려고 선 꼽고 하기 귀찮을때 바로 쓰기 딱 좋아요.그리고 먼지통 안쪽에 티슈 넣고 결합해서 쓰니까필터에 먼지가 바로 안붙어서 내용물 비우기가 쉬워요(사진은 티슈 끼워서 먼지 흡입한 상태)대신 흡입력은 조금 약해지겠지만 ㅎㅎ한가지 아쉬운 건 충전거치대에서 청소기 분리할때충전 단자 결합이 강해서 잡고 뽑아야 된다는거.담번 모델은 거치대에서 충전기 잭 분리 가능하게 만드시면  상황에 따라서 그냥 잭 꼽아서도 충전하면 좋을 것 같습니다.암튼 보만 제품은 요거트메이커 전기주전자 토스터기몇년 째 잘 쓰고 있는데 다 가성비가 좋은 것 같아요 ㅎㅎ빠른 배송 감사합니다~! 잘 쓸께요~!!
94,"36,890",평점5,보만코리아,19.04.15.,보만 VC7210,"원룸에서 사용하려고 구매했어요!다른 제품보다 노즐이 여러가지 있어서 선택했는데 정말정말 후회없는 구매입니당!! 강추!!파워가 약하다는 후기가 있었는데 저는 충전 빵빵하게 해서 그런지 파워 엄청 좋아요~30평대 집에서 세컨드로 써도 무방할거 같아요크기도 적당하고 무게도 가벼워서 좋습니다다만, 오래 사용하면 진동때문에 손이 얼얼해요~그것 빼고는 다 좋습니다! 원룸, 자동차 청소 속 시원~해요!(먼지가 너무 많아서 먼지통은 가리고 사진 올려요)"
95,"36,890",평점4,옥션,19.10.08.,보만 VC7210,오픈해서 바로 썼는데 작동이 되더라구요.연장관 끼워서 2분정도 돌렸는데 먼지가 저렇게 모였어요.소음은 있지만 날카로운 소음이 아니라서 기존에 쓰던 유선 청소기와 크게 다르지않구요 연장관 움직임이 부드럽지는 않지만 애초에 짐 많은곳이나 머리카락정도 간단히 치우려고했던 거라 만족해요 오래 썼음 좋겠네요 무겁지않은 편이예요 판매자 문의에 완전히 방전되면 충전하라해서 그렇게쓰고있는데 3일째 충전안해도 잘 돌아갑니다
96,"36,890",평점4,바디퓨,20.06.20.,보만 VC7210,제 원룸의 필수템입니다 :) 다만 제가 일하는 곳에서 동일제품을 사용하고 있는데 약 5-6개월 되니 작동시간이 빨리 닳는 느낌은 들었습니다.사용하지 않을 때에는 항상 충전기에 꼽아두고 있어요. 그렇다고 빼두면 완충된만큼은 출력이 안되기에 빼둘 수도 없구.. ㅠㅡㅠ 원룸에서는 원룸특성상 넓은 공간이 아니기에 작동시간이 조금 짧아져도 큰 문제는 없습니다. 하핫 앞으로의 배터리방전이 걱정되지만 이는 모든 무선핸디청소기에 모두 해당되는 부분이겠죵 :)
97,"36,890",평점5,보만코리아,20.11.12.,보만 VC7210,회사에서 사용하다가 너무 좋아서 집에서 쓰려고 또 구매했어요소음도 일반 저렴한 청소기 만큼하고 집 먼지나 머리카락 같은 부스러기 청소하는건 전혀 문제 없는 흡입력 입니다오히려 저희 집은 장판인데 흡입력이 너무 쎄면 장판이 해드에 붙어서 불편하더라구요 적당하니 좋습니다해드도 작아서 좁은 틈도 잘 들어가고 연장봉이 길어서 편하게 서서 청소가능합니다몸체가 가벼워서 천장 거미줄 청소같은것도 요긴해요이 모든 장점에 무선청소기라는 점!진짜 만족합니다
98,"36,890",평점1,G마켓,21.10.15.,보만 VC7210,잘 받았어요 일단 방에서 테스트해봤는데 잘 빨아들이긴 했어요ㅎㅎ 차에서 본격 테스트해봐야겠어요~~~^^아직 받은지 한달이 더 안된 시점에서...세워뒀던 청소기를 아이들이 건드려서 넘어졌는데...내리치거나 그렇게 강하게 넘어뜨렸다곤 생각되진 않은 정도였다고 생각합니다.아무튼...버튼 누르면 이상한 굉음이 발생하기 시작했고..흡입도 잘 안됩니다.전화했는데... 통화도 안 되네요.. 지금 4시 7분 가량...업무마감할 시간..아니지 않나요?무상수리1년이라는데... 연락안되고 무상수리...안해주신다면... 버려야겠죠.내일 다시 한번 전화해보겠지만....일단 이미지 아~~~주 안 좋아졌습니다!!!!.....물건 복불복인건가요???
99,"36,890",평점5,보만코리아,20.01.25.,보만 VC7210,"강아지 머리카락 먹을까봐 청소기 매일 돌릴려하는데 집에있는건 유선이라 번거롭고 무겁고 힘든데, 이건 무선이라 정말 편리하고 가볍고 청소기 돌리는데 재밌습니다. 구성품도 훌륭하고 다만 충전을 좀오래해야 오래갑니다. 흡입력도 굿입니다. 그 주의하실게 충전기 통에서 뽑으실때 기다란 목부분 잡고 뽑다가 잘못하면 분리되서 본체부분 떨어지면 고장날수도있으니 조심히 뽑으시고 목부분 꽉 끼시면 좋을듯하네요. 만족합니다 감사해요."
100,"36,890",평점5,보만코리아,22.01.04.,보만 VC7210,"재주문합니다 2번째 사는 이유는 일단 약 1년정도 사용하니 배터리 모터가 빨리 닳았기 때문이고, 새로 하나 다른 제품을 사야하나 싶을 때 제가 실수로 필터를 끼우지 않고 쓰다가 머리카락 타는 냄새를 맡았기 때문입니다 ㅠㅠ 처음 구매했을 때 필터를 두개나 더 샀는데도 물헹굼을 해도 오래쓰는 것에 비해 배터리모터는 너무나 빨리 닳는다는 게 개인적으로 아쉬운 부분입니다 소형이니 다소 좁은 면적에서 청소할 때만 사용하시길 추천드립니다"
101,"36,890",평점5,보만코리아,20.05.26.,보만 VC7210,기숙사 살고있는데 바닥 청소용도로 필요해서 구매했습니다. 오자마자 바로 개봉해서 사용했는데 충전이 좀 덜된 상태일텐데 파워가 그래도 강하네요. 크기는 상당히 작은데 연장선 두개 + 용도별 헤드 3개라 좋습니다. 서서 청소하기 편하고 책상 밑에 깊이도 청소하기 좋습니다. 아쉬운점은 바닥 청소용 헤드가 너무 평평하고 바닥과 밀착되게 있어 그런지 청소 흡입하다보면 파워가 세서 바닥에 착 붙어버릴때가 있네요. 그만큼 흡입력이 크기치곤 좋습니다! 바닥 한번 하고나니 먼지랑 머리카락 많이 나오네요ㅎㅎ.. 매일 사용해야겠습니다. 잘쓰겠습니다!
102,"36,890",평점4,보만코리아,20.03.22.,보만 VC7210,"잔고장 없이 만족하고 사용중입니다~초반엔 타는 냄새가 나서 많이 불안했는데 사용하다보니 그런냄새는 줄더라구요. 다른 미니청소기를 사용해 본 적이 없다보니 다른 제품과 흡입력이나 이런걸 비교할 순없고, 고가 청소기에 비하면 확실히 조악하고 흡입력도 비교가 안되긴하지만 가격을 생각하면 추천드립니다. 자취하시는 분들은 필수품이라고 생각해요. 머리카락이나 과자나 빵 부스러기 정도는 청소하는데 무리없고 소리도 밤이나 이른 아침만 아니라면 사용하는데 지장없을거라 생각해요~"
103,"36,890",평점5,보만코리아,20.06.18.,보만 VC7210,원룸에 계속 청소기 사는거 미루고 걸레질하면서 쓸고 치웠는데 왜 진작 샀나싶네요ㅜㅜ 박스가 작고 가벼워서 걱정했는데 써보니까 완전 가성비 좋아요. 최초 사용시 방전되어있을거라했는데 방하나 거실하나 청소할 정도는 되더라구요. 헤드도 여러 종류라 바닥따로 냉장고옆 틈새따로 소파 따로 다양하게 쓸 수 있는 것도 좋고 길게 쓰니 허리굽힐 일도 없고 좋아요. 후기도 많고 평점도 좋아 믿고샀는데 실망시키지 않네요.
104,"36,890",평점5,corezone,19.12.31.,보만 VC7210,한달 사용후기입니다여전히 강력한 흡입력을 보여주고 있고 물로 세척이 (필터) 가능해서 청결하게 사용중입니다소음은 약간 큰 편이라 밤늦은 시간은 사용을 자제하고 있지만 잠깐 사용은 무관 할듯합니다한번 충전하면 2주정도 사용하는데 저희집은 고양이털 때문에 하루에도 여러번 사용합니다배터리 수명이 다하면 다시 구매할듯합니다팁 하나 충전단자 맞추는게 힘들다고하시는분들이 있는데 ...받침대에서 나사 몇개를 풀러 충전단자를 분리해서 사용하면핸폰 충전하는 정도로 쉽게 충전이 가능합니다 ㅎㅎ
105,"36,890",평점4,보만코리아,21.03.28.,보만 VC7210,살까말까 고민하다 샀는데 만족해요 ㅎㅎ 흡입력 좋구요 필터도 물에 씻어서 쓸 수 있어서 좋은것 같아요 청소기이다 보니 소음은 좀 있어요 ㅎㅎ가벼운데(배터리가 있다 보니 엄청 새털같이 가벼운건 아니지만 무리가지않을정도의 가벼움) 가벼운만큼 떨어뜨리지않게 조심해야 할 것 같아요 떨어뜨리면 부서지거나 바로 고장 날 것 같은 느낌이 좀 있어요 연결해서 쓰는 플라스틱 스틱도 좀 부실하게 생겼어요 한번씩 청소하다가 분리되기도 해요 ㅎㅎ 헤드가 너무 움직인다는 글을 봤는데 헤드부분을 반대로 돌리면 고정되서 안움직이더라구요 ㅎㅎ 글구 헤드부분이 바닥에 닿을때 많이 시끄러운게 아마 실리콘 붙어있는게 바닥에 스칠때마다 끽끽 소리가 나더라구요 ㅎㅎ 악간 시끄러워요 가성바는 확실히 좋은것 같아요 ㅎㅎ 얼마동안 쓸수있을지 모르겠지만 최대한 오래 쓰고싶어요!! 상품구성은 배터리충전기랑 틈새청소스틱이랑 헤드랑 침구청소용이랑 들어있어요 ㅎㅎ연결시키는 스틱 2개 들어있는데 길이감은 딱 좋아요!
106,"36,890",평점4,옥션,20.01.16.,보만 VC7210,"가격대비 제품은 마음에 듭니다. 사용 시간도 괜찮고, 흡입력도 좋구요. 함께 구성되어있는 노즈들을 끼지 않고 사용시에는 본제 흡입구 아래에 바퀴가 없어서 몸체 자체가 쓸리는 부분이 다소 아쉽구요.그리고 이 업체는 별 1개도 아깝습니다. 무성의함이 대표급이더군요. 주문하고 제품 받을 때 까지 25일 걸렸습니다. 주문 후 3일째에도 아무런 배송정보가 없어서 업체에 전화했더니 전화는 아예 받지도 않고, 싸이트 문의 글로 올리니 2일만에 재고 부족으로 늦어진다는 말. 그 마저도 보내겠다고 약속한 날 발송 안되고 결국 해외배송급의 느린 배송을 받았습니다.그래놓고 구매결정 해달라는 문자는 두 번이나 보내는 염치없음은 뭘까요?가격도 다른 싸이트들과 비교해서 다시 올려놨네요...가격 비슷하다면 이 판매자에게서는 구매하지 마세요~"
107,"36,890",평점5,옥션,21.12.27.,보만 VC7210,"가성비 킹입니다.만족스럽네요.원룸에서 주로사용하고, 필요시 세차할때 들고가면됩니다.적당한 흙먼지는 다빨아드립니다.이가격에 다이슨같은 흡입력을 원하는게 비정상입니다.충분히 실생활에서 불편없이 사용가능합니다.타인에게 추천가능한 제품입니다.단 2가지 불편요소가 있으니 개선하면 좋겠네요1. 충전이 풀일시, 충전불이 다른색으로 구현(현재는 빨간색으로만 표현됨)2. 충전베이스에 본체를 꼽을때 불편함.이외는 상당한 만족감을 줍니다."
108,"36,890",평점5,보만코리아,21.01.06.,보만 VC7210,"오피스텔 1인 가구에 딱인 청소기입니다. 긴 청소기로 변신하는 긴 청소봉, 솔봉, 가는봉 등 사용 용도에 따라 그때 그때 봉을 바꿔끼워주면 돼서 지금 구매한지 3달 정도 됐는데 잘 사용중입니다 :) 큰 청소기는 사실 무겁기도 하고 손도 잘 안가는데 말예요. 이 정도 만족감이면 소음은 그다지 큰 단점이 아니라고 생각해요. 늦은 시간에만 안 돌리면 크게 지장될 소음은 아니예요. 디자인도 무난하고 블랙이라 은근 고급져보이기도 하고요^^ 핸디형 청소기 고민중이시라면 강추합니다!"
109,"36,890",평점5,보만코리아,20.08.28.,보만 VC7210,고냥이 사막화땜에 샀어요.부모님 방에 무선청소기 비싼거 있는데 부모님 방까지 가기 귀찮아서 샀는데 비싼거보다 더 좋네요..;기존에 있던거 충전하려면 휴대폰충전기처럼 충전구멍 찾아 꽂아야되서 귀찮았는데 이건 그냥 턱하고 걸면 충전되서 넘편해요.그리고 기존건 무거운데 이건 진짜 너무 가벼워요.다만 흡입력이 강하진 않은데 빨아들일건 다 빨아드려서 맘에 들어요.너무 좋아서 부모님께 잘샀지않냐고 자랑까지 했어요~마지막 사진들은 제가 모시는 고냥이 입니다.^^♡
110,"36,890",평점5,옥션,20.11.30.,보만 VC7210,부모님이 만족하신다고 해서 추가 구매. 다양한 Tool 들이 다 기능을 적당히 한다. 소음은 참을 만 하다. 유일한 단점은 빨아들여 거름망을 통과한  바람이 얼굴로 쏟아지는 각도가 많다는 점. 그 대신 흡입력이 좋아 오래 사용하지 않음. 전반적으로 가성비 좋고 추천함. 다시 사도 이 제품을 선택할 듯. 그 만큼 많이 알아봤음.
111,"36,890",평점4,옥션,21.10.01.,보만 VC7210,잘받았고 일단 다른후기처럼 소리가 다소크지만뭐 그다지...흡입력은 처음엔 새거라 그런지 흡입력 괜찮고 충전시간 길고  뭐 그렇게 나쁘지않은데 아쉅다면 매장  날파리나 머리카락  이런용도로 제품을찾다가 후기에 차량실내청소까지 되길래 함 주문함. 결과는  나같은경우좀 꼼꼼이 하는편이라 사용시간이 쪼매 짧음.충전이 끝나면 청소기 급격히 저하.포장배송  양호.
112,"36,890",평점2,보만코리아,20.01.08.,보만 VC7210,블랙엔데커 무선 18V사용하다가 동전도 빨아들인다는 문구에 혹해서 구매했는데 이틀 완충하고 테스트해보니 동전은 커녕 침대 매트 방수커버정도 살짝들어올리는 수준이예요. 그냥 바닥에 머리카락 정도 치우기는 괜찮은데 침대보에 머리카락은 안되네요. 그리고 구매하고나니 하이마트에서 쿠폰주는거 적용하니 3만원에 파네요. 반품하고싶은데 이미 사용해서 싼맛에 하이마트에선 남친것도 구해했습니다. 너무 기대하진마시길..
