,가격,평점,채널,날짜,제품명,리뷰
254,"111,730",평점5,VIVRE KOREA,19.11.28.,비브르 스톰파워 VE12,리뷰가일단 몇천개가 달려있는건 그만큼 구매자도 많다는것같아 그점부터 신뢰가가더라구요^^인터넷으로 이것저것 무선청소기 알아보다가 차이슨 구매해봤어요^^다**은 너무 가격이 부담이 있더라구요 ㅠㅠ유선만 사용하다가 청소에 불편함이 있어서  차이슨으로 선택했어요~일단 이쁩니다ㅎ 거치대없이 거실에 두어도 인테리어 지장없구요마감처리도 아주좋아요솔직히 가격이 타제품보다 저렴한편이라 기능이나 뭐 하나빠질줄알았더니전혀 뒤쳐지는게없네요!!  친구들집가서 무선청소기 이것저것 사용해봤지만무거워서 손목에 무리가 갈것같았거든요근데 차이슨청소기는 가벼워요!가볍고 핸들링도 아주좋습니다 헤드도 돌아가서 구석부분도 청소잘되구요소음도 굉장히적은편인것같아요유선쓰다가 무선으로 갈아탔더니 완전신세계예요ㅎ아이 얼집보내고 쓱쓱 밀고다니면서 청소하기가 너무 편하네요^^
255,"111,730",평점5,VIVRE KOREA,19.10.13.,비브르 스톰파워 VE12,"지금까지 유선청소기만 구입해서 사용했었는데, 지인 집에 가서 한번 써보고 편리함에 반해서 바로 검색시작했어요. 솔직히 비싼게 좋다지만 제 개인적으로는 백만원이 넘는 돈을 지불할 만큼까지는 아닌 것 같고, 아무래도 아직 무선이 보급?되는 시점이라 비싼거지 성능측면에서 큰 차이가 없을거라고 생각했어요. 그래서 브랜드이름이나 가격 측면보다는 성능과 성능대비 가격을 중점으로 찾아봤구요ㅎㅎ 엄청난 검색끝에 구입한건데 배송 오자마자 돌려보니 최고네요!!! 무선의 편리함이야 당연한거고 흡입도 잘하는데 소음까지 적어서 최고에요~~ 덕분에 저렴한 가격에 무선청소기 구입했고 앞으로는 청소가 편해질 것 같아요!!! 주변에 무선청소기 구입 생각하는 지인있으면 요거 추천하면 될 것같네요~ 번창하세요🙏"
256,"111,730",평점5,VIVRE KOREA,19.01.15.,비브르 스톰파워 VE12,다이슨을 쓰다가 베터리 수명이 다해서 교체하는 비용이나 차이슨을 사는거나 비슷할거 같아 고민고민하다가 비브르스톰파워로 결정했어요~다른 후기에 있는거처럼 흡입력은 다이슨에비해 많이 약한데 그 외에는 다 괜찮습니다^^제가 쓰기에 흡입력은 일상 청소시 별 문제 안되더라구요^^베터리 뺐다가 다시 넣었는데 완전히 딱 소리가 나야 끼워진거였어요.. 그 전까지는베터리가 고정이 안되고 계속 튕겨져 나와서 고장인건가 생각했는데 후기  중에도 이런글 본게 생각나서 적습니다^^받자마자 조립해서 사용하고 있는데 플라스틱냄새가 기분나쁘게 납니다ㅠ이건 좀 사용해야 빠지겠죠?감사히 잘 쓰겠습니다^^
257,"111,730",평점5,VIVRE KOREA,19.11.28.,비브르 스톰파워 VE12,"집을 조금 더 큰 곳으로 이사오면서 기존에 사용하던 유선청소기가 있었는데, 선을 꽂고 빼고 다시 넣고 끌고 다니고 하는게 너무 불편해서 남편이랑 무선청소기를 알아보고 있었어요. 대륙의 실수라는 브랜드도 알아보고 다른 브랜드들도 알아보고 했는데... 한 한 달 넘게 고민하면서 이것저것 알아보다가 계모임 때 친구집에 갔는데 이걸 쓰고 있더라구요. 무게도 너무 가볍지도 않고 무겁지도 않고 딱 한 손으로 들고 청소하기 괜찮아요 흡입력도 괜찮고 소음도 적어서 7시~8시 정도에 돌려도 별 문제 없겠더라구요ㅎㅎㅎ 실제로 오늘 받자마자 돌리고 밑에집 언니한테 가서 물어봤는데 티비 안켜고 있었는데도 딱히 청소하는 줄 몰랐다고 하니ㅎㅎ^^ 이사오면서 소파도 패브릭으로 바꿨는데 소파에 과자부스러기나 이런것도 훨씬 편하게 청소할 수 있어서 기분이 좋네요^^ 이리저리 잘 돌아가니 소파밑이나 TV장 밑에 청소하기도 편하구용ㅋㅋ친정집에 강아지가 있는데 청소기소리가 커서 늘 무서워했는데 조만간 친정집도 하나 사드려야겠어요ㅎㅎ잘 쓸게요~"
258,"111,730",평점5,11번가,20.08.25.,비브르 스톰파워 VE12,"기존의 일렉트룩 청소기를 수년간 사용하다가바꿀때가 되어서 알아보던중 다이슨,코드제로 여러가지 알아봤는데요 가격이 만만치 않더라구요저렴한거는 샤오미 차이슨등등 있었는데 비교를 해볼수가 없어서 후기와 국내 as가 가능한 비브르를 선택했습니다우선 소리가 생각보다 엄청 조용해요와이프가 처음에 소리듣고 청소기가 왜이리 힘이 없냐고 그러길래 흡입력 보여줬더니 놀라네요왠만한 먼지는 다 먹구요솔직히 13만원대 청소기라 별 기대가 없었는데기대 이상상상 입니다부모님도 하나 사드리면 좋아하실것 같네요굿굿 입니다^^"
259,"111,730",평점5,VIVRE KOREA,19.10.23.,비브르 스톰파워 VE12,배송은 하루만에 빠르게 받아보았구요 며칠 써보고 리뷰 남겨요~ 일단 저희가 육아육묘를 하는 집이라 고냥이 털에 대해 저보다 신랑이 더더더 예민한 편이라 돌돌이 돌리는게 일이였는데 덕분에 돌돌이 돌리는 횟수가 줄었네요~ 소음도 생각보다 적고 가벼운것 같아 손목아픈 저도 자주자주 돌리게 되요 예전 청소기는 줄도 줄이고 무거워서 자주 안돌리게 되서 돌돌이 위주로 청소했던것  같아요ㅠ쇼파밑에 보면 고양이털에 애기 과자부스러기에 극혐일때 많았는데 조명도 들어오고 바닥이랑 착붙어서 흡입잘되네요^^고장나는일  없이 오래오래 쓰고싶어요~
260,"111,730",평점5,VIVRE KOREA,19.12.01.,비브르 스톰파워 VE12,최근에 일 그만두고 새로 생긴 취미가 청소하는 건데 원래 쓰던 청소기는 소리가 크고 가벼운 청소기 골라서 산건데도 이 청소기 쓰고 써보니까 무겁게 느껴질만큼 좋아요 소리도 크지 않아서 좋고 청소기가 분리?가 되서 침대 위쪽같은 곳도 청소하기 쉽고 무선이라 더 간편하고 좋아요 저희 엄마께서도 쓰시고 가볍다고 좋아하셔요 가벼워서 크리스마스에 어머님 선물로도 괜찮을거 같고 아침에 나가서 저녁에 퇴근하시는 저녁 늦은시간만 청소기를 돌릴 수 있으신 분들은 이 청소기 쓰시는거 정말정말 추천드려요!!!
261,"111,730",평점4,VIVRE KOREA,19.08.29.,비브르 스톰파워 VE12,배송 진짜빠르고 구성품이 참 좋습니다 박스도 고급스러워요(어차피버릴거지만)유선청소기쓰다가 선귀찮아서 무선청소기를 한 3일정도 알아본것같아요구성품 및 상품평이 제일좋아서 이 제품으로 구매하게되었습니다.소리가 적어서 퇴근후 저녁에 돌려도 괜찮을것같습니다.구역을 하루하루 나눠서 써야할것같아요가동시간이 30분정도라는데 빨리빨리 흡입을 못합니다.전체 다 돌리려면 1시간정도 걸리는데 이걸로는 뭐.. 1시간반은 걸릴것같아요머리카락/고양이털/먼지는 잘빨리는데 고양이화장실용모래 천천히 해야 빨려들어오더라구요처음에 그것도모르고 원래 쓰던대로하다가 '왜 안되지? 불량인가?' 했네요한마디 요약 -가격대비 나쁘지 않음. (잠깐잠깐쓰기 괜찮음)
262,"111,730",평점4,11번가,19.08.14.,비브르 스톰파워 VE12,전에 쓰던 청소기가 소리가 커서그런가 이건 진짜 조용한거같은데.. 리뷰에는 그래도 크다고 하더라구요? 일단 저는 조용하다 느꼈구요. 1단계 2단계 크게 차이는 없지만 조금더 잘 빨아드리구요 ㅎ 머리카락을 쏙쏙 잘 빨아당기네요. 그리고 좀 아쉬운건 먼지통 150도?정도로 열리기는하는데.. 새제품이라 빡빡한건지 버튼누르면 90도도 안열리고 손으로 잡아당겨야해요..그것말곤 좋구. 아직 다른애들을 끼우진않았지만 성능은 좋을것같네요
263,"111,730",평점5,VIVRE KOREA,19.11.29.,비브르 스톰파워 VE12,다이슨이 고장나서 이것저것 알아보던 참에 다이슨은 아무래도 가격이 부담되어 차이슨으로 선택하게 되었습니다 무엇보다 비브르가 좋은건 가볍습니다! led라이트도 달려있어 잘보이지않는 미세한 먼지나 오염물들이 잘보여서 좋네요! 흡입력은 말할거없이 집에 로봇 청소기도 있지만 요걸더 자주쓰게 되네여 ~처음에 왜 다이슨을 비싸게 샀는지 후회됩니다 망설이시는 분들 강추! 강추 ㅎㅎㅎ다이슨이랑 다른점을 모르겠네요 좋은제품 감사드립니다 번창하세요 🙂
264,"111,730",평점5,VIVRE KOREA,19.10.16.,비브르 스톰파워 VE12,집이 좁다보니 소형 무선 청소기만 사용했었는데 아무래도 흡입력도 딸리고 시간지나면서 점점 더 약해져서 얼마 사용 못하다보니 그냥 비싼 돈주고 유선을 살까 고민하다가 지인이 집에서 사용하는데 좋다고 해서 구입했습니다! 소리도 별로 안 큰데 흡입력이 너무 좋고 가벼워서 너무 좋아요! 손목이 안좋아서 무거운거 잘 못들어서 그동안 소형만 써왔는데 이제야 산 게 후회될 정도예요ㅜㅜ 본가에서 유선쓰면서 계속 콘센트에 코드꽂고 뽑고 하는데 하나 사서 보내려고요!
265,"111,730",평점5,VIVRE KOREA,19.10.12.,비브르 스톰파워 VE12,아이둘있는집이라 무선청소기는 필수인거같아요ㅜ과자부스러기가 너무많이떨어지는대 매번유선코드 꼽는것도 일이더라구요.그래서 차이슨이 유명하길래 택배받고 충전해서 하루써보니 흡입력이랑 완전만족합니다!!불빛이나와서 저희집에 개도키우는대 털도잘보여서 청소하기 더유용하더라구요.그리고 요새 미세먼지로 청소기쓰는것도 신경쓰이는대 이제품은 헤파필터도있어서 구매하게됬어요~^^고장없이  오래오래쓰고싶어요
266,"111,730",평점5,VIVRE KOREA,20.12.04.,비브르 스톰파워 VE12,가성비 참 좋습니다. 다이슨 벤치마킹 한거 같은데 얼핏보면 닮았습니다. 성능도 사용해보시면 아시겠지만 나쁜점 찾기가 어렵네요. 굉장히 무난하고 쓰기 편하게 되어있어요. 다른것들은 거치대에 올려 있어보이는듯하나 불량도 많고 떨궈서 깨지는 케이스도 많은듯 한데 이건 간이거치대가 중심이 아래쪽에 있어서 넘어져서 깨질일도 없구 좋네요. 아쉬운점은 라방때 할인된 가격으로 못산게 너~~~무~~~ 아쉽네요!! 그거 외엔 다 좋습니다!!
267,"111,730",평점5,VIVRE KOREA,19.10.26.,비브르 스톰파워 VE12,로봇청소기는 신혼때 써보고 그냥그래서 잘 사용안하고 주로 유선청소기 사용하는데 코드 뺏다꼈다 불편해서 무선청소기가 계속 갖고싶었어요ㅎ다**은 너무 비싸고 차이슨을 살까말까 고민하다 구입했는데 구입하길 잘한 것 같아요ㅎ제가 다**은 안써봐서 비교는 어렵겠지만 이제품만 본다면 가격대비 좋은 것 같아요ㅎ디자인도 예쁘고 무거울까봐 걱정했는데 무겁지도 않아서 만족이에요.헤드도 잘 돌아가고 선이 없으니 슉슉 청소기 돌리기 넘 편하네요. 성능도 만족이라 잘 쓸것 같아요ㅎ
268,"111,730",평점5,VIVRE KOREA,19.09.11.,비브르 스톰파워 VE12,몇몇분이 안빨린다 하셔서 엄청 고민했는데잘빨리는데요ㅎㅎ아마 그전 제품 엄청 좋은거 쓰셨던듯ㅎ물론 불편한점 있음헤드부분이 너무 막움직이는 느낌쓰다보면 익숙해지겠죠그리고 많이 무겁네요ㅎ처음 본체만 들어보고 깜짝 놀랐네요.무거워서...ㅎ 그래도 괜찮아요~배터리 끼우기 힘들다하시는데버튼 누르고 빼고 그냥 밀어넣으니 딸깍하면서 들어가짐개인적으로 잘 구매한거같아요침구브러쉬도 잘빨리니 완전 좋음~
269,"111,730",평점5,VIVRE KOREA,19.11.23.,비브르 스톰파워 VE12,배송도 빨랐구요 안전하게 깨긋하게 잘 왔어요!!원룸에서 사용하려고 삿는데저는 필터를 중요시 보는데 필터가 믿음이 가기에이 제품을 구매했구요 우선 도착하자 마자 침구 청소부터 했는데와우.... 원래 내침대가 이렇게 먼지가 많았나 싶을정도로 통에 많이 쌓였어요그리고 바로 바닥 청소 해봤는데요 산지 얼마 안되서 그런건지 기본적으로 아주 잘 되었어요 소리도 크지 않아서 아무때나 뭐 흘렸을때 바로 휙 돌려주기 좋아요~
270,"111,730",평점5,VIVRE KOREA,19.11.27.,비브르 스톰파워 VE12,집에 청소기가 오래되어서 잘 빨아들이지도 못하고 소음이 너무 심해서 바꿔야겠다싶어서 열심히 서치하다가 이 제품을 보게됐는데 너무 싸서 반신반의로 구매했는데 아니 소음도 없고 흡입력 최고에요..무엇보다 유선쓰다가 무선 쓰니까 왜 이제 바꿨을까 싶을정도네요 ! 테이블이랑 침대 밑까지 완전 쉽게 청소 되고엄청 가볍네요. 저렴한데 이렇게 가성비까지 좋은 청소기 감사합니다! 제가 입소문 낼게요!◡̈  번창하세요!
271,"111,730",평점4,G마켓,20.01.24.,비브르 스톰파워 VE12,청소기 헤드가 깨져서 왔어요. 사용하는데 문제 있는 부분은 아닌 것 같아서 그냥 쓰려구요. 그런데 동봉된 사용 주의사항에는 연장봉이 들어있다고 되어있는데 연장봉은 없고 연장봉 끼울때 쓰는 헤드거치대만 있어요. 누락된건지 원래 없는건지요??????흡입력은 전에 쓰던 것만큼 바닥을 빨아들이는 강한 느낌은 없는데 한번 써보니 청소통에 머리카락이나 먼지가 많이 차있어요. 잘 흡입되나봐요. 소음도 다른 것에 비해서는 작은 편이고. 손목 아프긴 한데 금세 적응되겠죠.
272,"111,730",평점5,VIVRE KOREA,19.10.21.,비브르 스톰파워 VE12,백점 이상 주고픈 무선청소기네요~ 가격도 너무 착한데 사용해보니 성능이 너무너무 좋네요~예전 청소기는 정말 밀었던데 또 한번 밀고 했는데 이건 강력한 흡입력에 바닥청소할때 딱 한번만 밀면 끝이네요~ 아파트라 소음걱정도 마니 되었는데 저소음이라 맘편히 청소기 돌릴수 있어 좋고 제품 자체가 가벼워서 청소를 자주 하게 되네요^^ 먼지통도 분리하기도 쉽고 먼지통과 필터는 물세척이 가능하니 정말 찝찝함 1도 없이 개운한 느낌이예요~ 회전도 잘되고 거치대 없이도 잘 세워지니 어디든 세워놓을수 있으니 좋네요^^꼼꼼포장해서 빠른배송해주셔서 감사합니다*^^*
273,"111,730",평점4,VIVRE KOREA,19.11.28.,비브르 스톰파워 VE12,다들 흡입력이 좋다고 리뷰가 올라오는데 솔직히 그저 그래요. 1단계로는 사용 못할 정도인데 차라리 켰을때 바로 2단계가 나오는게 더 나을듯. 1단계는 왜 있는지 모르겠어요.. 그리고 사용시에 거치대분리하고 다시 끼우고 사용안할 때는 다시 빼서 거치대 올리고 하는게 귀찮아서 청소를 잘 안하게 된다는 단점이 있음. 창틀용 헤드를 끼워서 사용해봤는데 헐거워서 자꾸 빠짐. 유일한 장점은 브러쉬 달린 헤드가 유용해서 이불위에 과자부스러기 같은거 쓸기 좋다는점..
274,"111,730",평점4,VIVRE KOREA,20.01.07.,비브르 스톰파워 VE12,추가로 한달간. 써보고 남기네요. 흡입력은 약(보통) 으로해도 흡입력 괜찮다는겁니다. 물청소도. 해봤어요. 사워기로 한후 건조해서결합하면 됩니다. 사용상 지장없이잘쓰고있너요. 별다섯게안준이유는 딱한가지 입니다. 흡입통 에 먼지 쓰레기안나오게하는 부품이. 생각해봐도. 너무. 부실한거에요. 사용후 세워두면. 조금. 흘러나떨어집니다. 그거외에는. 만족합니다. 그부분만 마감잘했어도. Lg 부럽지안았을거에요.
275,"111,730",평점5,VIVRE KOREA,19.10.10.,비브르 스톰파워 VE12,집에서쓰던청소기가고장나서 구매했구요배송도 구성품빠진것 없이잘왔고오늘받자마자 써봤는데 흡입력은 나쁘지않더라구요침구브러쉬도같이들어있어서 더맘에들더라구요 보통거치대가있어야고정된다생각했는데거치대가없어도 세워지는점도 괜찮고청소할때 회전되는것도 좋으네요무게는 제가손목힘이약해서 무거운느낌이들지만 불편한정도는아니구요 청소할때나는 소리에제가좀예민한편이라 힘들었는데 이청소기는 괜찮은편이라 만족해요잘쓸께요~
276,"111,730",평점5,VIVRE KOREA,20.04.27.,비브르 스톰파워 VE12,"선이 있으면 코드 꼽고 선 풀고 귀찮아서 청소를 잘 안하게 되는데 무선이라서 정말 편하고 부담없이 잠깐씩 사용할수 있어서 좋아요~꽤 무거워서 오래 사용하면 손목이 조금 아프지만 잠깐씩 쓰기엔 괜찮아요~ 먼지 비우기 편할것 같아서 기대 했었는데, 뚜껑열고 비우는건 편하지만 안에서 엉킨 머리카락이랑 먼지가 쉽게 떨어지진 않아서 손으로 떼어내야 해서 쪼금 실망했어요ㅎㅎ.. 그리고 혼자 세워져 있도록 된다지만 불안해서 구석에 기대어두고 사용해요~"
277,"111,730",평점5,VIVRE KOREA,19.10.23.,비브르 스톰파워 VE12,비브르 온라인이고 오프라인이고 추천이 자꾸 들려서 구매해봤습니당 결론은 대만족이구요ㅎㅎ 우선 가벼워요. 비브르로 온 집 청소 돌려도 무거워서 힘들다는 생각은 전혀 없어용그리고 흡입력도 좋아요. 러그를 벌써 깔았는데 퐁신한게 따뜻하고 부드럽긴해도 뭐 흘리면 노답이잖아요.. 밀지 말고 위아래로 청소하니 괜찮았어요. 마지막으로 무선 자체로 끝이에요. 질질 안 끌어도 되고 선 뽑힐 걱정 없고 움직이기 너무 편해요. 고민은 배송만 미룰 뿐입니다... 꼭 한 번 사용해보세요!
278,"111,730",평점5,VIVRE KOREA,19.10.15.,비브르 스톰파워 VE12,배송이 빨리 왔어요~!받자마자 써봤는데 진짜 소리도 크지 않아서 좋고 청소기 쓰면 줄때메 꼬여서 힘들고 번거로워서 청소기 쓸때 마음 먹고 쓸때가 종종 있었는데 이거는 무선이여서 생각 날때마다 청소기 돌려서 너무 간편하고 깔끔해지네요 흡입력도 좋아서 쓰레기 같은것도 다 빨아들이는거 같아요! 친구가 최근에 청소기 바꿨는데 너무 좋다고 해서 그 친구가 꼼꼼한 편이라 그 말듣고 저도 솔깃해서 구매했는데 진짜 좋네요 저도 써보고 주변사람들한테 계속 광고하고 있어요ㅎㅎ나중에 부모님집에다가도 효도선물로 사드리려구요^^ 잘 쓰겠습니다~~
279,"111,730",평점5,VIVRE KOREA,19.11.13.,비브르 스톰파워 VE12,간단한 구성으로 조립이 아주 쉬워요~밤 10시넘어서 박스분해하고 조립요^^; 테스트 안해볼수가 없죠ㅋ충전이 좀 되어있더라고요. 살짝 맛배기로 돌린다는게이방 저방 거실까지 다 돌린듯요ㅋㅋ소음이 아주 작아서 야밤에 돌려도 부담없을정도예요. 흡입하는쪽에 불이 켜져서 침대 밑 어두운곳 청소하기 좋긴한데요. 단 침대안쪽으로 넣고 꺾을땐 먼지사각지대가 살짝 생기긴하네요.
280,"111,730",평점5,VIVRE KOREA,19.10.31.,비브르 스톰파워 VE12,구성도 다양하고 무엇보다 소음이 적어 너무 좋네요! 야근하고 집에 늦게들어가도 소음 걱정안하고 청소기 돌릴수 있어 너무 좋아요~ 이전에 쓰던 무선청소기가 금방 망가져서 다른걸 찾다가 후기믿고 구매했는데 흡입력도 세고 무게감도 없구 가벼워요^^b사실 청소기 먼지통 비우는것도 엄청 귀찮은데 이건 먼지통도 큼지막해서 자주 비워주지않아도되서 좋습니다ㅋㅋ가격면에서도 여러모로 단점을 찾아볼수 없네요
281,"111,730",평점5,VIVRE KOREA,19.11.27.,비브르 스톰파워 VE12,기존에 사용하던 유선청소기가 흡입력이 좋긴 했지만 아이들이 과자를 먹고 돌아서거나 식사후에 그때그때마다 청소기를 돌리려면 여간 번거로운게 아니였어요 무선청소기를 구입하고 싶었지만 너무 비싼 가격에 망설이고 있었는데 요즘 차이슨 이름달고 있는 제품들이 정말 가성비 좋기로 유명해서 구입해봤습니다 . 우선 가벼우면서도 흡입력이 정말 장난 아니네요. 미세한 먼지도 다 싹싹 빨아들이고  디자인도 날렵하니 맘에 쏙들어요 매일 매일 그때마다 청소기를 돌리니 정말 쾌적해진 기분입니다
282,"111,730",평점5,VIVRE KOREA,19.10.25.,비브르 스톰파워 VE12,일단 배송이 너무 빠릅니다. 원래쓰던 청소기가 고장나서 주문했는데 거의 이틀만에 도착했어요. 디자인도 깔끔하고 생각보다 가벼워서 좋았어요. 어머니집에서 다이슨을 사용중인데 다이슨과 비교해도 흡입력이나 무게나 편의성이 떨어지는것 같지는 않더라구요. 오히려 사용시간이 좀 더 긴 느낌이라 가성비가 정말 굳굳이예요. 친구한테도 추천하려구요 ㅋ 진짜 써보기 전에는 모르실 가성비 예요 ㅋ
283,"111,730",평점5,VIVRE KOREA,19.11.01.,비브르 스톰파워 VE12,주부 다 보니 청소기를 많이 사용하고 여러가지 재품을 사용해봤는데 아. 이거 완전 괜찮네요 우선 저는 소리가 생각보다 크지 않아서 너무 좋고요 흡입력도 나쁘지 않고 무엇보다도 어두운곳에서도 led가 있어서 먼지확인할수있어서 좋아요 식탁밑이나 특히 쇼파밑..작동도 그냥 버튼만 누르는 형식이라 아무나 사용잘 할듯하네요 노즐중에서 저는 틈새노즐 강추합니다 베란다 사이사이 구석구석 가격대비 우수합니당 추천
284,"111,730",평점5,VIVRE KOREA,19.10.11.,비브르 스톰파워 VE12,청소기가 고장나는 바람에 잘 됫다 싶어 무선으로 바꿔주었는데.. 왠걸 엄청 편해요ㅋㅋ 소음도 적고 무게감도 가볍습니다 ~참고로 저 여자!🤭🤭 필터 청소 하기도 굉장히 쉽구요! 창틀이나 작은 구석 같은 곳에도 쉽게 쓱쓱 하니까 깨끗해 지더라고요~~!! 왜 이런걸 이제야 샀는지.. 저희 어머니도 하나 해드려야 겠어요ㅎㅎ충전 속도도 빠르고 육아하시는 어뭉님들이 딱일꺼 같아유~ 애 케어하면서 유선 청소기 막 끌고 다니는 게 보통일이 아니더라구요..>>경험자...
285,"111,730",평점5,VIVRE KOREA,19.10.31.,비브르 스톰파워 VE12,무선 청소기 고민하다가 구매했는데일단  거치대없이 단독으로 새울수 있어서 너무 좋구요.또 다른 장점은 무게였어요. 엄처 가벼워서 청소하는데 손목에 무리가 안가더라고요 !저희집이 복층이라 복층으로 가지고 올라갈때 걱정했는데 가벼워서 너무 쉬웠고 세번째 좋은점은 흡입력이에요 흡입력 확인하려고 몇일 사용해보고 후기 남기는건데대략 일주일 정도 사용해보니 흡입력 좋습니다. 왠만한거 다 흡입해 버려요 !!이가격에 이정도 퀄리티라니 완전 칭찬합니다 ^^
286,"111,730",평점5,VIVRE KOREA,19.10.15.,비브르 스톰파워 VE12,배송 빨리왔어요기존에 쓰던 무선청소기 베터리수명이 다되서 이리저리 알아보다 가볍다고해서 주문했는데 진짜 가벼워요손목이 안좋아서서 청소기 조금 무거운거쓰거나하면 금방 손목에 무리가오는데 이 청소기는 열심히청소해도 무리가 거의 없어서 좋아요 디자인도 이쁘고 틈새청소하기 너무좋아요 창틀 청소할때 기존에 사용하던 청소기는 입구가 커서 잘 창틀에 안들어가니까 청소하기 힘들었는데 이건 입구슬림해서 창틀청소도 쉽게할수있어요 무게 가벼워서 흡입력이 약하면 어쩌나 걱정했었는데 흡입력도 강하고 너무좋네요
287,"111,730",평점5,VIVRE KOREA,19.06.04.,비브르 스톰파워 VE12,상품 디자인 이나 마감이 너무 좋네요 잘쓰겠습니다 제가 유선 청소기만 써서 그런가 소음은 확실히 작네요 흡입하는 힘도 제가 보기에 충분한것 같아요 파워모드는 더욱 좋구요 그런데 딱한가지 아쉬운건 벽에 기대서 충전하면 조금 불안하네요 그래도 이정도면 충분한것 같습니다 많이 파세요! 아 그리고 궁금한게 하나 있는데요 충전하는 중에는 저렇게 그냥 배터리칸 전부 나오겠금 되있는건가요? 2칸이 비어있었는데 충전되는 양을 볼수는 없는건가요?
288,"111,730",평점4,VIVRE KOREA,19.08.08.,비브르 스톰파워 VE12,대박이네요..흡입력이 너무 안좋아서 역시 저렴이라 그런가 했는데 지굼 한달쯤 사용하고 나서야 청소할때 헤드 솔이 안돌고 있다는걸 알았습니다. as맡기면 또 한참 걸릴꺼 같아서 헤드 다 분해해서 봤더니 모터쪽에 파란선과 빨간선 중 파란선이 빠져있더군요...끼워서 다시 조립했더니 헤드솔도 돌고 흡입력 짱 좋아요 ㅠ 그동안은 청소가 아니라 먼지를 밀고다닌거였어요 ㅠㅠ 혹시 흡입력이 안좋다면 헤드솔이 돌고 있는지 확인해보세요 이거 흡입력 짱 좋은 제품이니다
289,"111,730",평점4,VIVRE KOREA,19.11.01.,비브르 스톰파워 VE12,"디자인이 이쁘고 조립이 간단해요.다만 시험삼아 돌려봤는데 2단으로 돌릴시 생각보다  작동 시간이 짧아요. 집이 작아서 그나마 다행...기존 바닥 굴러다니는 청소기랑은 다르게 본체자체를 들고 해야해서익숙하지 않아 불편하네요빨아 들이는 힘은 일반 청소기에 비해 조금 약해요그래도 왠만한건 빨아들일수 있는 수준이고, 무선이라서 감안하면괜찬은 편인거같아요"
290,"111,730",평점4,VIVRE KOREA,19.10.04.,비브르 스톰파워 VE12,흡입-흡입력 강함기본 솔로 할때는 머리카락 먼지는 잘흡입됩니다.고양이를 키우고있어서 바닥에 모래가좀있는데 모래는 기본솔로 흡입안되서 카페트브러쉬로 사용줄입니다. 그래서 저희집은 솔은 안쓰고 카페트브러쉬로 고정사용중입니다. 배터리-충전시간에 비해 사용시간이 너무 짧아요..파워모드 사용시 너무빨리끝나요ㅠㅠ 무선이라 어쩔수없나봐요먼지통 - 비우는것도 좋고 세척하기도 좋습니다. 오래들고있으면 손목이 조금 아픈거빼고는 그럭저럭 쓸만합니다.
291,"111,730",평점5,VIVRE KOREA,19.10.15.,비브르 스톰파워 VE12,일단 배송 지인짜 빨랏구요육아육묘하는집이라 수시로 청소기돌리고 청소기 성능 굉장히 중요하게 생각하는데 고양이털도 진짜 쏙쏙 잘 빨리구 소음도 적고 가벼워서 간편하게 청소하기 좋아요.거기다 잘 세워져 거치가 편하니 더 자주 청소하게되구 이 청소기 쓰고나서 집에 날리는털이 훨씬 덜한 느낌이네요아직 사용해보지않았지만 일반 청소기툴 외에 다른 도구(?)도 있어서 좋은거 같아요 요것도 잘 배워 써먹어야겠어요
292,"111,730",평점5,VIVRE KOREA,19.11.14.,비브르 스톰파워 VE12,이틀만에 빠르게 배송왔었어요!  오늘 오전에 청소좀 돌려봤는데 1. 가격대비 좋음 굳이 비싼 수십만원대 살 필요 없고2. 소음이 별로 나지않음 늦은 저녁에도 돌려도될거같아요3. 흡입력이 정말좋고 가벼워서 들기도 편합니다아직 배터리용량은 구매초반이라 잘모르겠지만 여러모로 정말좋네요다른 후기보니 쉽게 부서졌다고 하는데 전 튼튼하게 잘 쓰고있어요 ㅠ
293,"111,730",평점3,11번가,19.02.04.,비브르 스톰파워 VE12,제품은 가격대비 가성비는 높다는판단입니다재료의 내구성은 떨어지는 것으로보입니다 결합소재부분이  전량 플라스틱재질이라  품질내구성은  떨어집니다  나중에부서진부품의교환이 가능할지  모르겠습니다소음은 적은편입니다성능은 소음이적은것이 회전수가 낮아서 그런것같고 먼지흡입성은  개인이 판단이안되는 것입니다충전을 눕혀놓고 해야하는관계로 따로 보관실에 넣고 충전기를 따로부착하여 DIY하였습니다전체적으로  만족합니다
294,"111,730",평점5,VIVRE KOREA,20.08.31.,비브르 스톰파워 VE12,"여자가 쓰기에 너무 가벼워서 좋아요 ! 게다가 집이 좁아서 큰 청소기를 두기에 조금 부족함이 있었는데, 청소기 크기가 공간을 많이 차지하지않아 아주 좋아요 ! 소리도 생각보다 많이 안나서 소음걱정은 많이 안해도 될 것 같아요 ~ 게다가 안에 구성도 아주 좋구여 ! 소리가 작다고 흡입력이 약하지않아요 ! 생각보다 엄청 쎄서 한 번 지나가도 충분해요 ◡̈ 덕분에 청소할 맛이 납니다 ~ ~ ! 약간의 단점은 세워놓았을 때 약간 불안해요 ㅜ ㅜ 그래서 모서리 쪽에 둡니다 ,, 그거 외에는 다 만족해요 ~ !"
